product_1,product_1_title,product_1_img,product_2,product_2_title,product_2_img,simple_compatible,Gemeni_compatible,reason
DRVQ1270,"Juniper 24"" Floating Minimalist Bathroom Sink with Concealed Drain",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/259053702/1/c.jpg,SFTA8001,Animals Funny Bathroom Decor Black and White Highland Cow Sit On Toilet Large Framed Canvas Print Wall Art,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/264677430/1/c.jpg,No,Yes,"The minimalist gray sink provides a perfect neutral backdrop for the humorous black and white wall art. Both pieces share a simple rectangular form and a monochromatic color scheme, creating a cohesive and modern look. The art adds a touch of personality and whimsy to the sleek design of the sink."
BCZX1253,Anelie 42'' Single Bathroom Vanity With Concrete Top,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/284305156/1/c.jpg,ZCBO1014,Shoji 1 -Light Dimmable LED Vanity Light,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/252554633/1/c.jpg,Yes,No,"The warm, natural wood and matte black hardware of the vanity create a modern-organic aesthetic that clashes with the cool-toned, distressed 'Silver Foil' finish of the light fixture. The different material finishes would feel disconnected and create a visually incoherent pairing."
HBYH9933,Boho Bath II - Painting Print on Canvas,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/144294375/1/c.jpg,BCVG5150,Wood Bathroom Accessory Tray,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/236228665/1/c.jpg,Yes,Yes,"The Boho-eclectic style of the painting is very accommodating to other styles. The rustic, whitewashed wood tray shares a natural, textured feel and its neutral color palette would complement the whites and blacks found within the artwork, creating a cohesive, layered look."
NDPJ1766,Kaylee Sahara Boho Stain/Fade Resistant Non-Slip Machine Washable Gray/Ivory Bath Rug,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/76796917/1/c.jpg,WYRV5930,Boho Bath II,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/222999082/1/c.jpg,Yes,Yes,"Both pieces share a distinct Boho style and feature similar geometric, Moroccan-inspired patterns. The rug depicted in the wall art is a direct stylistic match to the actual bath rug, which would create a very cohesive and intentional look in a bathroom."
MECY2637,"Decorative Wall Mirror Mosaic 24"" Round Handcrafted Wall Art Colorful Glass Tile Décor For Home",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/218398774/1/c.jpg,PBYB1283,Luxton Turkish Cotton Pom Pom Rainbow Hand Towel,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/168994874/1/c.jpg,No,No,"While both pieces are colorful and textured, their aesthetics clash. The mirror has a glamorous, cool-toned mosaic pattern in blues and silvers, while the towel features a playful, casual, multi-colored rainbow design. The styles are too divergent to create a cohesive look."
AHCR1426,Faelan Summer Flower 3 Piece Bathroom Accessory Set,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/219567399/1/c.jpg,YTCH1222,"Brigit Free-Standing Bathroom Cabinet with Adjustable Shelf, 3 Drawers and a Niche",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/315293304/1/c.jpg,Yes,No,"The light, playful, and modern floral design of the accessory set clashes significantly with the dark, traditional, and heavy feel of the espresso cabinet. The color palettes and overall styles are completely at odds."
NRST1010,Premium Teak String Rectangle Teak and Wood Bath Mat,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/123762424/1/c.jpg,FRNY2548,"Baldwin 24"" Single Bathroom Vanity Set",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/128708522/1/c.jpg,Yes,Yes,"Both pieces share a mid-century modern aesthetic, characterized by clean lines and warm wood tones. The natural teak of the mat and the walnut finish of the vanity are complementary, creating a cohesive and sophisticated look."
FOW16651,"Modway Render 36"" Single Bathroom Vanity Base Only",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/223235397/1/c.jpg,WLDM8232,Ayden Solid Bamboo Wood Freestanding Bathroom Cabinet,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/125714492/1/c.jpg,No,Yes,"Both pieces share a prominent horizontal slatted design on their doors and a clean, modern rectangular form. While the materials differ (white laminate vs. natural bamboo), this contrast is a popular and aesthetically pleasing combination in modern, spa-like, or Scandinavian-inspired bathrooms, creating a cohesive and intentional look."
AHCR1159,Hovey 4 Piece Bathroom Accessory Set,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/131019266/1/c.jpg,SFNA1000,"Hannemarie Wall Mounted Single Bathroom Vanity with Ceramic Top, Modern Luxury Vanity with Storage, Eco-Friendly E1 for Small Bathroom, Apartment, Hotel Style",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/283906985/1/c.jpg,Yes,Yes,"Both pieces feature a strong linear, textural element—horizontal bands on the accessories and vertical fluting on the vanity. The warm, natural materials of the accessory set would provide a beautiful organic contrast to the clean, modern lines of the white vanity, creating a sophisticated look."
FOW11824,"Render 36"" Bathroom Vanity",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/132812277/1/c.jpg,BCVG2238,Kowalsky Bathroom Accessory Tray,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/136064101/1/c.jpg,No,No,"The vanity is distinctly mid-century modern with its clean lines, tapered legs, and slatted front. The accessory tray, with its dark rustic finish and ornate, traditional metal handles, belongs to a rustic or farmhouse aesthetic. The two styles are visually conflicting and would not create a cohesive look."
SFNA1084,"Motohisa 30"" Striped Walnut Single Bathroom Vanity with Ceramic Top, Modern Wood Vanity with 2-Door Storage for Master Bathroom, Apartment & Hotel Style",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/361167805/1/c.jpg,CXVA1460,"Bonnita 26"" Wide Mid Century Upholstered Accent Chair with an Extra Pillow",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/341892131/1/c.jpg,No,Yes,"Both pieces share a strong Mid-Century Modern design language, evident in their tapered, natural-finish wooden legs and clean, simple silhouettes. The use of natural wood as a key structural and accent element ties them together beautifully."
FOW12702,"Modway Ledger 36"" Bathroom Vanity",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/221811997/1/c.jpg,AXEN1369,Mid-Century Modern Coffee Table with Storage and Slatted Sliding Doors,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/339973453/1/c.jpg,No,Yes,"Both pieces share a distinct mid-century modern style, characterized by prominent slatted/fluted wood doors and slender, tapered legs. This creates a strong, cohesive design language despite the differences in wood finish and overall shape."
KFBM2150,Hopperton Floral Single Shower Curtain,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/268781442/1/c.jpg,BDJC1922,Hayler Lotion Pump,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/188342396/1/c.jpg,No,No,"While both items feature a floral theme and the color yellow, their styles are completely at odds. The shower curtain is bold, abstract, and maximalist with a vibrant, multi-colored palette. The lotion dispenser is traditional, delicate, and has a very muted, limited color scheme. The visual energy and aesthetic of the two pieces would clash significantly."
HTBM1285,Tiarra 5 Piece Bathroom Hardware Set,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/83989244/1/c.jpg,KTEL6134,Wildon Home® Domitilla Tall 2-Door Bath Cabinet 22X28,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/295340467/1/c.jpg,Yes,Yes,"The dark vintage bronze finish of the hardware set creates a cohesive, high-contrast look with the white cabinet and its black metal handle. Both items share a modern design language with clean lines, making them a great fit for a modern farmhouse or transitional bathroom."
DFIE1287,"Eiffe 27.25"" W x 73"" H x 11"" D Over-The-Toilet Storage",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/89946298/1/c.jpg,ASGA2745,"Truet 54"" Double Bathroom Vanity Set",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/4255712/1/c.jpg,No,No,"These two pieces have clashing design styles. The over-the-toilet storage is modern and minimalist with its clean metal lines and glass shelves, while the vanity is heavily ornate, traditional, and Victorian with its carved wood details and bulky form."
ARGD8810,"Burnet 48"" Single Bathroom Vanity Set",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/37561065/1/c.jpg,EBPS5366,"4.5 Gallon Vintage Metal Step On Trash Can With Lid, Rustic Farmhouse Metal Bin",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/355088635/1/c.jpg,Yes,No,"The vanity is highly ornate and formal, with intricate carvings and a polished marble top, evoking an elegant, traditional French Country style. In contrast, the trash can is very rustic and casual, with its distressed metal finish and farmhouse rooster motif. The significant difference in formality and finish would create a stylistic clash in a bathroom."
XETU1035,"Wagstaff 23.62"" W x 31.89"" H x 12.4"" D Free-Standing Bathroom Cabinet",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/207934895/1/c.jpg,BBCB1148,"Timeless Classic 64"" Double Bathroom Vanity Set",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/156608067/1/c.jpg,No,No,"While both pieces share a dark wood finish, their styles are fundamentally different. The corner cabinet has a simple, transitional design with beadboard doors and modern nickel hardware. The vanity is highly ornate and traditional, with curved lines, detailed moldings, and decorative antique-style hardware. The two pieces have conflicting design languages and would look mismatched in the same room."
EESH1024,"Cayden 30"" Single Bathroom Vanity Set",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/152084914/1/c.jpg,WLDM8232,Ayden Solid Bamboo Wood Freestanding Bathroom Cabinet,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/125714492/1/c.jpg,No,No,"The rustic, heavy farmhouse style of the vanity, with its distressed grey finish and black metal hardware, clashes significantly with the light, airy, and modern spa-like aesthetic of the natural bamboo cabinet. The design languages are too different to create a cohesive look."
FDL2091,"Cleary 32"" W x 36"" H x 8"" D Solid Wood Wall Mounted Bathroom Cabinet",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/6892319/1/c.jpg,LLML1027,Keturah Solid Wood Standard Bed,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/36987998/1/c.jpg,No,Yes,"Both pieces share a distinct rustic, log-cabin aesthetic. They are both made of solid wood and incorporate raw, natural log elements into their design, making them a perfect match for a lodge-style home."
LRMI1652,Farmhouse Boho Bathroom Rugs,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/307478657/1/c.jpg,GSBR1335,Boho Natural Rattan 4-piece Bedroom Set,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/328899981/1/c.jpg,No,Yes,"Both products share a strong Boho design aesthetic. The natural rattan and light wood of the bedroom set create a perfect neutral backdrop for the vintage-inspired, green oriental pattern of the rug, resulting in a layered and cohesive look."
WYRV5930,Boho Bath II,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/222999082/1/c.jpg,ANDV4024,Ayden Solid Bamboo Wood Freestanding Linen Cabinet,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/124427745/1/c.jpg,Yes,Yes,"Both pieces share a natural, organic aesthetic. The warm bamboo of the cabinet complements the boho style and natural elements (like the plants) depicted in the artwork, creating a cohesive and relaxed bathroom environment."
AXOA1410,"Revan 49"" H Farmhouse Bed Frame With Sliding Barn Door Storage Cabinets",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/307576174/1/c.jpg,SGRV1111,"Jillian 30"" Single Bathroom Vanity Set",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/286236028/1/c.jpg,No,Yes,Both pieces are quintessential examples of the modern farmhouse style. They share the same prominent design features: a sliding barn door mechanism with black metal hardware and a decorative X-brace pattern on the wood.
RDM10010,Mcgonigal Bamboo 4 Piece Bathroom Accessory Set,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/98254300/1/c.jpg,SGRE4765,"48"" Novak Single Bathroom Vanity Set with Oval Undermount Sink",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/226763386/1/c.jpg,No,Yes,"Both pieces share a modern, clean-lined aesthetic and are crafted from wood. The light, natural bamboo of the accessory set provides a pleasing organic contrast to the warm, mid-century modern wood tone of the vanity, creating a cohesive and layered look."
WIYU1077,Kylann Rattan Freestanding Bathroom Cabinet with Drawer & Adjustable Shelves,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/298172736/1/c.jpg,KRTB1010,"Antonina 47.24"" Single Bathroom Vanity Set",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/131608711/1/c.jpg,No,Yes,"Both pieces share a distinct Mid-Century Modern design language, featuring light-toned wood, tapered legs, and a combination of wood and white/off-white surfaces. The rattan on the cabinet adds a complementary bohemian texture that works well with the clean lines of the vanity."
CCHM1015,Cervantez Bath Rug,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/272862086/1/c.jpg,TTQ22238,"Capri 2 Light Bath Bar Shown In Brushed Nickel Finish With 6"" Turquoise Textured Glass",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/276907698/1/c.jpg,Yes,Yes,"The sage green of the rug and the turquoise glass of the light fixture are complementary cool tones that would create a cohesive, spa-like or coastal aesthetic. Both pieces also feature prominent textures—the plush rug and the dimpled glass—which adds a layer of coordinated visual interest."
ODAA1206,Riccio Freestanding Over The Toilet Storage Cabinet with Sliding Fluted Door Adjustable Shelf,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/288827395/1/c.jpg,FOW20321,Modway Soma 36'' Free Standing Single Bathroom Vanity with Manufactured Wood Top,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/262668252/1/c.jpg,Yes,Yes,"Both pieces share a modern design language, featuring clean lines and prominent textural door fronts (fluting on the cabinet, cane webbing on the vanity). While the colors differ, the dark gray of the storage unit and the black top of the oak vanity create a cohesive and sophisticated contrast common in Japandi or modern-boho styles."
HCHO1893,Almetter Freestanding Bathroom Cabinet with Drawers,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/330624859/1/c.jpg,UIKE1014,"Millwood Pines Large Storage Cabinet,Bathroom Storage Cabinet With 2 Adjustable Drawers & 2 Shelf",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/186099875/1/c.jpg,No,No,"Although both cabinets feature shaker-style doors and engineered wood construction, their finishes are in direct conflict. The solid, deep blue paint of the first cabinet has a more transitional or coastal feel, which clashes with the rustic, dark oak wood grain of the second cabinet. This would create a visually disjointed look in the same room."
SGRV1014,"Jillian 36"" Single Bathroom Vanity Set",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/125519257/1/c.jpg,YTCH1222,"Brigit Free-Standing Bathroom Cabinet with Adjustable Shelf, 3 Drawers and a Niche",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/315293304/1/c.jpg,No,No,"The light, weathered 'White Wash' finish and black industrial hardware of the vanity clash significantly with the dark, solid 'Espresso' finish and traditional hardware of the storage cabinet. The two pieces have conflicting color palettes and design details, which would create a disjointed look in a bathroom."
ARQI1016,"Enely Coffee Table with Storage, Mid Century Modern Coffee Table with slatted Door",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/329715524/1/c.jpg,FOW20193,Modway Miles 36'' Free Standing Single Bathroom Vanity with Ceramic Top,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/259430227/1/c.jpg,No,Yes,"Both pieces share a mid-century modern aesthetic, characterized by their clean, rectangular forms and tapered legs. While their materials differ, the warm wood of the table and the crisp white of the vanity are a classic and complementary pairing in modern design."
KRTB1105,"Jasmine 60"" Wall-Mounted Single Bathroom Vanity Set",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/329379442/1/c.jpg,HYTO8378,Modern & Contemporary Scandi Japandi Plants On Canvas Print,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/267034305/1/c.jpg,Yes,Yes,"Both pieces share a distinct Japandi aesthetic, characterized by clean lines, natural materials, and a muted, earthy color palette. The vanity's blend of fluted wood and dark stone harmonizes perfectly with the organic subject matter and soft tones of the canvas print."
XAQ16460,Japandi 4 by Simon West - Picture Frame Graphic Art Print on Paper,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/193822566/1/c.jpg,FOW11830,"Render 48"" Double Sink Bathroom Vanity",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/279779741/1/c.jpg,Yes,Yes,"Both pieces share a mid-century modern and Japandi aesthetic, characterized by clean lines and geometric forms. The vanity's slatted wood texture complements the bold shapes in the artwork, while the white frame and white countertop create a cohesive color link."
ARGD6818,"Lunette 48"" Single Bathroom Vanity Set",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/64723272/1/c.jpg,XAMF1040,Baroque Style Vintage Bathroom Mirror,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/327535729/1/c.jpg,Yes,Yes,"Both pieces share an ornate, classical design language rooted in Baroque and French Provincial styles. They both feature intricate, carved details and elegant curves, seen in the vanity's legs and apron and the mirror's arched frame. The gold finish of the mirror and the white of the vanity create a classic, luxurious combination."
CBXY7704,Vintage Rainbow Pastel Leaves Boho Watercolor I - Abstract Painting Acrylic Wall Art,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/292552129/1/c.jpg,FBXB1111,Arnod 6 - Piece Cotton Multi-Size Set Guest Room Case Pack,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/277374009/1/c.jpg,No,No,"The styles and color palettes of these two products are in direct conflict. The wall art is modern, abstract, and features a vibrant, multi-colored rainbow design. The towels, in contrast, are traditional in style with a muted, two-tone neutral floral pattern. Combining the bold, contemporary art with the classic, subdued towels would create a visually jarring and stylistically incoherent bathroom."
CCHM1110,Virginio Bath Rug,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/270855587/1/c.jpg,FSHA1088,"Bohemian Flower Bathroom Curtain Colorful Boho Floral Print Beautiful Bright Polyester Fabric Cloth Shower Curtain For Bathroom Decoration, 72""x72""",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/290127442/1/c.jpg,Yes,Yes,"While the color palettes are distinct, they are complementary within a bohemian or eclectic design. The warm, solid blush of the plush rug provides a beautiful grounding contrast to the cooler, delicate watercolor floral pattern of the shower curtain, creating a balanced and visually interesting bathroom."
CKLI1391,Euri  Gold Wall Mirror Asymmetrical,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/351903895/1/c.jpg,TRGU1831,Giraffe Bathroom Wall Mount Toilet Paper Holder,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/93293244/1/c.jpg,Yes,No,"These two pieces have conflicting styles. The mirror is modern, sleek, and glamorous with its asymmetrical shape and gold finish. The toilet paper holder is rustic, novelty, and thematic with its cast iron material and verdigris finish. Their materials, finishes, and overall design languages are too different to create a cohesive look."
